moneyness,T,sigma,price,vega,delta,gamma,recovered_iv,price_finite,price_nonneg,iv_ill_posed,iv_roundtrip_ok,all_pass
1.25,0.019178082191780823,0.2,1.3582097302185197e-15,4.581778014536623e-13,5.260478690902223e-16,2.0017652762525735e-16,0.2,True,True,True,True,True
1.25,0.019178082191780823,1.0,2.7286732833236442,13.082300871963055,0.06205214411769042,0.0011431237190408883,0.9999999995938967,True,True,False,True,True
1.25,0.019178082191780823,3.0,66.32272581751488,40.43427178252424,0.3714002701483807,0.0011777075910708013,2.999999999796949,True,True,False,True,True
1.25,0.0821917808219178,0.01,0.0,0.0,0.0,0.0,,True,True,True,True,True
1.25,0.0821917808219178,0.05,8.428510243340769e-54,4.039324025445403e-50,1.1812323559233166e-53,1.647117482517607e-53,0.1289061696878837,True,True,True,True,True
1.25,0.0821917808219178,0.2,0.0006912798420778549,0.060499413387631776,6.742419881481469e-05,6.167470153736924e-06,0.2,True,True,False,True,True
1.25,0.0821917808219178,1.0,31.154152410088273,72.56158121706666,0.26543216281286075,0.0014794238866312902,0.9999999998849292,True,True,False,True,True
1.25,0.0821917808219178,3.0,202.1448101118468,86.9371380445964,0.5683211905215073,0.0005908401135571671,3.0000000000879816,True,True,False,True,True
1.25,1.0,0.01,4.186010624084795e-82,1.5418853317001254e-77,1.0416742216224388e-81,2.5838443934552443e-81,0.032325843733787635,True,True,True,True,True
1.25,1.0,0.05,0.0006476746567271319,0.22442097274135436,7.202961382509431e-05,7.521556373483898e-06,0.050000000002513874,True,True,False,True,True
1.25,1.0,0.2,15.151886153070848,210.93585413188438,0.19354445451443023,0.0017673993418057966,0.2,True,True,False,True,True
1.25,1.0,1.0,247.81437674430467,290.0299997112739,0.6132602080111785,0.00048602342423317596,1.0,True,True,False,True,True
1.25,1.0,3.0,650.5619722192673,108.44276515110496,0.9125982118490202,6.0575025692196135e-05,3.0000000000000004,True,True,False,True,True
1.25,5.0,0.01,0.01173186439810725,12.364144077195204,0.0023018937901028162,0.0004143891078918044,0.010000000016864985,True,True,False,True,True
1.25,5.0,0.05,14.900879001365126,567.3205153553172,0.28620025651501646,0.0038027936390747545,0.049999999999999906,True,True,False,True,True
